"code_sect_activite","libelle_sect_activite","code_ss_sect_activite","libelle_ss_sect_activite","code_ogr_rome","code_rome","libelle_rome","principal"
"111","Service public, défense et sécurité","","","393","K1703","Responsable Opérationnel / Opérationnelle de la défense","oui"
"111","Service public, défense et sécurité","","","394","K1704","Officier / Officière de police","oui"
"111","Service public, défense et sécurité","","","395","K1705","Secouriste","oui"
"111","Service public, défense et sécurité","","","396","K1706","Agent / Agente de la force publique","oui"
"111","Service public, défense et sécurité","","","397","K1707","Policier municipal / Policière municipale","oui"
"111","Service public, défense et sécurité","","","488295","K1708","Gardien / Gardienne de la paix","oui"
"111","Service public, défense et sécurité","","","488320","K1709","Commissaire de police","oui"
"111","Service public, défense et sécurité","","","488345","K1710","Officier de police judiciaire / Officière de police judiciaire","oui"
"111","Service public, défense et sécurité","","","488593","K1711","Surveillant pénitentiaire / Surveillante pénitentiaire","oui"
"111","Service public, défense et sécurité","","","488708","K1712","Conducteur / Conductrice de véhicule de combat","oui"
"111","Service public, défense et sécurité","","","488712","K1713","Tireur / Tireuse d'engin blindé","oui"
"111","Service public, défense et sécurité","","","488892","K1714","Missilier / Missilière artillerie","oui"
"111","Service public, défense et sécurité","","","488906","K1715","Officier / Officière des forces armées","oui"
"111","Service public, défense et sécurité","","","488907","K1716","Chef / Cheffe de service pénitentiaire","oui"
"111","Service public, défense et sécurité","","","489053","K1718","Mécanicien / Mécanicienne de systèmes d'armes","oui"
"111","Service public, défense et sécurité","","","489167","K1719","Chef / Cheffe de police municipale","oui"
"111","Service public, défense et sécurité","","","489186","K1720","Gardien / Gardienne de compagnie républicaine de sécurité","oui"
"111","Service public, défense et sécurité","","","489212","K1721","Technicien / Technicienne en investigation criminelle","oui"
"111","Service public, défense et sécurité","","","399","K1802","Chargé / Chargée de développement local","oui"
"111","Service public, défense et sécurité","","","429","K2502","Responsable sécurité de site","oui"
"111","Service public, défense et sécurité","","","430","K2503","Agent / Agente de prévention et de sécurité","oui"
"111","Service public, défense et sécurité","","","404548","K2504","Agent / Agente de sécurité événementielle","oui"
"111","Service public, défense et sécurité","","","488622","K2505","Enquêteur privé / Enquêtrice privée","oui"
"111","Service public, défense et sécurité","","","488730","K2506","Convoyeur / Convoyeuse de fonds","oui"
"111","Service public, défense et sécurité","","","465","M1301","Président Directeur Général / Présidente Directrice Générale -PDG-","oui"
"111","Service public, défense et sécurité","","","475","M1602","Agent administratif / Agente administrative","oui"
"109","Social","","","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées","non"
"109","Social","","","341","J1304","Auxiliaire de puériculture","non"
"109","Social","","","362","J1506","Infirmier / Infirmière en soins généraux (IDE)","non"
"109","Social","","","363","J1507","Infirmier / Infirmière en puériculture","non"
"109","Social","","","488289","J1508","Infirmier / Infirmière en Pratique Avancée (IPA)","non"
"109","Social","","","488567","J1510","Infirmier coordinateur / Infirmière coordinatrice (IDEC)","non"
"109","Social","","","364","K1101","Médiateur familial / Médiatrice familiale","oui"
"109","Social","","","368","K1201","Assistant social / Assistante sociale","oui"
"109","Social","","","369","K1202","Éducateur / Éducatrice de jeunes enfants","oui"
"109","Social","","","370","K1203","Éducateur technique spécialisé / Éducatrice technique spécialisée","oui"
"109","Social","","","371","K1204","Médiateur social / Médiatrice sociale","oui"
"109","Social","","","372","K1205","Agent / Agente d'accueil social","oui"
"109","Social","","","374","K1207","Éducateur spécialisé / Éducatrice spécialisée","oui"
"109","Social","","","488325","K1208","Moniteur éducateur / Monitrice éducatrice","oui"
"109","Social","","","488587","K1209","Coordonnateur / Coordonnatrice de projet socioéducatif","oui"
"109","Social","","","488783","K1210","Éducateur / Éducatrice de la protection judiciaire de la jeunesse","oui"
"109","Social","","","489059","K1211","Conseiller / Conseillère d'Insertion et de Probation -CIP-","oui"
"109","Social","","","489963","K1212","Ministre du culte","oui"
"109","Social","","","375","K1301","Accompagnateur médicosocial / Accompagnatrice médicosociale","oui"
"109","Social","","","376","K1302","Assistant / Assistante de vie dépendance","oui"
"109","Social","","","377","K1303","Garde d'enfant à domicile","oui"
"109","Social","","","28964","K1305","Technicien / Technicienne Intervention Sociale et Familiale (TISF)","oui"
"109","Social","","","404044","K1306","Auxiliaire de Vie Sociale (AVS)","oui"
"109","Social","","","404045","K1307","Animateur / Animatrice petite enfance","oui"
"109","Social","","","404543","K1309","Accueillant familial / Accueillante familiale auprès d'enfants","oui"
"109","Social","","","404544","K1310","Assistant maternel agréé / Assistante maternelle agréée","oui"
"109","Social","","","488323","K1311","Assistant / Assistante de vie aux familles","oui"
"109","Social","","","488338","K1312","Accueillant familial / Accueillante familiale thérapeutique auprès d'adultes","oui"
"109","Social","","","489223","K1313","Employé / Employée au pair","oui"
"109","Social","","","398","K1801","Conseiller / Conseillère en insertion professionnelle","oui"
"109","Social","","","404546","K2113","Accompagnant / Accompagnante des élèves en situation de handicap (AESH)","oui"
"109","Social","","","488591","N4108","Chauffeur accompagnateur / Chauffeuse accompagnatrice de personnes à mobilité réduite","non"
"93","Sport, animation et loisir","132","Animation et loisir","488734","A1208","Jardinier / Jardinière paysagiste","non"
"93","Sport, animation et loisir","132","Animation et loisir","488755","A1209","Élagueur / Élagueuse","non"
"93","Sport, animation et loisir","132","Animation et loisir","489040","C1506","Responsable de projet immobilier","non"
"93","Sport, animation et loisir","132","Animation et loisir","489056","D1221","Vendeur / Vendeuse de produits culturels et ludiques","non"
"93","Sport, animation et loisir","132","Animation et loisir","488868","D1415","Chargé / Chargée de relation client","non"
"93","Sport, animation et loisir","132","Animation et loisir","488867","E1111","Game master jeux online","non"
"93","Sport, animation et loisir","132","Animation et loisir","183","G1202","Animateur / Animatrice d'activités culturelles et de loisirs","non"
"93","Sport, animation et loisir","132","Animation et loisir","184","G1203","Animateur / Animatrice auprès des jeunes","non"
"93","Sport, animation et loisir","132","Animation et loisir","186","G1205","Opérateur / Opératrice d'attraction","non"
"93","Sport, animation et loisir","132","Animation et loisir","187","G1206","Croupier / Croupière","non"
"93","Sport, animation et loisir","132","Animation et loisir","403078","G1209","Animateur / Animatrice de loisirs sportifs","non"
"93","Sport, animation et loisir","132","Animation et loisir","404962","G1212","Animateur socio-sportif / Animatrice socio-sportive","non"
"93","Sport, animation et loisir","132","Animation et loisir","488598","G1221","Responsable des attractions","non"
"93","Sport, animation et loisir","132","Animation et loisir","489193","G1223","Animateur / Animatrice en site de divertissement","non"
"93","Sport, animation et loisir","132","Animation et loisir","488633","G1225","Ouvreur / Ouvreuse de salle de spectacles","non"
"93","Sport, animation et loisir","132","Animation et loisir","489046","G1232","Opérateur / Opératrice de parcours acrobatique dans les arbres","non"
"93","Sport, animation et loisir","132","Animation et loisir","488899","G1409","Manager en restauration rapide","non"
"93","Sport, animation et loisir","132","Animation et loisir","489204","G1412","Directeur / Directrice de parc à thème","non"
"93","Sport, animation et loisir","132","Animation et loisir","489568","G1414","Directeur / Directrice d'exploitation de site de divertissement","non"
"93","Sport, animation et loisir","132","Animation et loisir","373","K1206","Animateur socioculturel / Animatrice socioculturelle","non"
"93","Sport, animation et loisir","132","Animation et loisir","488727","K1605","Commissaire d'exposition","non"
"93","Sport, animation et loisir","132","Animation et loisir","489202","L1208","Mascotte-personnage","non"
"93","Sport, animation et loisir","132","Animation et loisir","489065","L1512","Régisseur / Régisseuse de spectacles","non"
"93","Sport, animation et loisir","132","Animation et loisir","489172","L1513","Scénographe","non"
"93","Sport, animation et loisir","132","Animation et loisir","489039","N2206","Pilote de drone","non"
"93","Sport, animation et loisir","132","Animation et loisir","489210","N4117","Conducteur / Conductrice d'attelage","non"
"93","Sport, animation et loisir","131","Sport","97","D1211","Vendeur / Vendeuse d'articles de sport et loisirs","non"
"93","Sport, animation et loisir","131","Sport","185","G1204","Éducateur sportif / Éducatrice sportive","non"
"93","Sport, animation et loisir","131","Sport","403072","G1207","Surveillant / Surveillante de baignade","non"
"93","Sport, animation et loisir","131","Sport","403077","G1208","Entraîneur / Entraîneure de sport professionnel et de haut niveau","non"
"93","Sport, animation et loisir","131","Sport","403078","G1209","Animateur / Animatrice de loisirs sportifs","non"
"93","Sport, animation et loisir","131","Sport","403958","G1210","Enseignant / Enseignante d'équitation","non"
"93","Sport, animation et loisir","131","Sport","404961","G1211","Analyste de la performance sportive","non"
"93","Sport, animation et loisir","131","Sport","404962","G1212","Animateur socio-sportif / Animatrice socio-sportive","non"
"93","Sport, animation et loisir","131","Sport","404963","G1213","Chargé / Chargée de développement d'activités sportives","non"
"93","Sport, animation et loisir","131","Sport","404966","G1214","Directeur sportif / Directrice sportive","non"
