"code_ogr_savoir","libelle_savoir","categorie_savoir","sous_categorie_savoir","transition_eco","transition_num"
"491593","Certificat d'aptitude à la conduite en sécurité R484 ponts roulants et portiques catégorie 2 ponts roulants et portiques à commande en cabine","Certifications et habilitations","Certifications","",""
"491594","CQP agent logistique","Certifications et habilitations","Certifications","",""
"491595","CQP coordinateur logistique","Certifications et habilitations","Certifications","",""
"491596","CQP technicien logistique","Certifications et habilitations","Certifications","",""
"491597","CQPI agent logistique","Certifications et habilitations","Certifications","",""
"491598","CQP ouvrier docker spécialisé conducteur d'engins de manutention portuaire","Certifications et habilitations","Certifications","",""
"491599","CQP technicien de maintenance de matériels de manutention/levage","Certifications et habilitations","Certifications","",""
"491600","Certificat de capacité pour la conduite des bateaux de commerce mention bateaux dont la longueur est inférieure ou égale à 120 m","Certifications et habilitations","Certifications","",""
"491601","Certificat de capacité pour la conduite des bateaux de commerce mention bateaux dont la longueur est inférieure ou égale à 60 m","Certifications et habilitations","Certifications","",""
"491602","Certificat de capacité pour la conduite des bateaux de commerce mention bateaux dont la longueur est inférieure ou égale à 80 m","Certifications et habilitations","Certifications","",""
"491603","CQP magasinier / vendeur en pièces de rechange et équipement des matériels de parcs et jardins","Certifications et habilitations","Certifications","",""
"491604","CQP magasinier-vendeur P.R.A. (pièces de rechange et accessoires)","Certifications et habilitations","Certifications","",""
"491605","Certificat de formation de conducteur ADR - spécialisation citernes (habilitation)","Certifications et habilitations","Certifications","",""
"491606","Certificat de formation de conducteur ADR - spécialisation citernes restreinte GPL (habilitation)","Certifications et habilitations","Certifications","",""
"491607","Certificat de formation de conducteur ADR - spécialisation citernes restreinte produits pétroliers (habilitation)","Certifications et habilitations","Certifications","",""
"491608","Certificat de formation de conducteur ADR - spécialisation classe 1 (habilitation)","Certifications et habilitations","Certifications","",""
"491609","CQP opérateur en préparation de commandes","Certifications et habilitations","Certifications","",""
"491610","CQP opérateur logistique","Certifications et habilitations","Certifications","",""
"491611","CQP opérateur logistique en commerces de gros de l'habillement, de la mercerie, de la chaussure et du jouet","Certifications et habilitations","Certifications","",""
"491612","CQP préparateur de commandes en entrepôt","Certifications et habilitations","Certifications","",""
"491613","CQP conducteur d'engins en carrière","Certifications et habilitations","Certifications","",""
"491614","CQP conducteur d'équipement industriel","Certifications et habilitations","Certifications","",""
"491615","CQP conducteur d'équipements industriels","Certifications et habilitations","Certifications","",""
"491616","Certificat de formation de conducteur ADR (habilitation)","Certifications et habilitations","Certifications","",""
"491617","Certificat de sauveteur-secouriste du travail (SST)","Certifications et habilitations","Certifications","",""
"491618","Expert en management industriel et systèmes logistiques (MS)","Certifications et habilitations","Certifications","",""
"491619","Gérer les opérations à l'international (Certificat de Compétences en Entreprise-CCE )","Certifications et habilitations","Certifications","",""
"491620","Licence pro mention logistique et pilotage des flux","Certifications et habilitations","Certifications","",""
"491621","Licence pro mention logistique et transports internationaux","Certifications et habilitations","Certifications","",""
"491622","Licence pro mention management des processus logistiques","Certifications et habilitations","Certifications","",""
"491623","DUT gestion logistique et transport","Certifications et habilitations","Certifications","",""
"491624","Titre professionnel technicien supérieur en méthodes et exploitation logistique","Certifications et habilitations","Certifications","",""
"491625","Ingénieur diplômé de l'école d'ingénieurs Jules Verne de l'université d'Amiens spécialité logistique","Certifications et habilitations","Certifications","",""
"491626","Ingénieur diplômé de l'institut supérieur d'études logistiques de l'université du Havre spécialité génie industriel","Certifications et habilitations","Certifications","",""
