"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"90","Activites creatives, artistiques et de spectacle","489193","G1223","Animateur / Animatrice en site de divertissement"
"90","Activites creatives, artistiques et de spectacle","488633","G1225","Ouvreur / Ouvreuse de salle de spectacles"
"90","Activites creatives, artistiques et de spectacle","488899","G1409","Manager en restauration rapide"
"90","Activites creatives, artistiques et de spectacle","489568","G1414","Directeur / Directrice d'exploitation de site de divertissement"
"90","Activites creatives, artistiques et de spectacle","244","H2208","Sculpteur / Sculptrice sur bois"
"90","Activites creatives, artistiques et de spectacle","490329","H3407","Metteur au bain / Metteuse au bain argenture - dorure en orfèvrerie"
"90","Activites creatives, artistiques et de spectacle","490351","H3408","Metteur au point polisseur / Metteuse au point polisseuse sur matrice en orfèvrerie"
"90","Activites creatives, artistiques et de spectacle","488727","K1605","Commissaire d'exposition"
"90","Activites creatives, artistiques et de spectacle","435","L1101","Disc-jockey"
"90","Activites creatives, artistiques et de spectacle","436","L1102","Mannequin"
"90","Activites creatives, artistiques et de spectacle","437","L1103","Animateur / Animatrice radio"
"90","Activites creatives, artistiques et de spectacle","438","L1201","Danseur / Danseuse"
"90","Activites creatives, artistiques et de spectacle","439","L1202","Musicien / Musicienne"
"90","Activites creatives, artistiques et de spectacle","440","L1203","Comédien / Comédienne"
"90","Activites creatives, artistiques et de spectacle","441","L1204","Artiste de cirque"
"90","Activites creatives, artistiques et de spectacle","488723","L1205","Artiste-interprète"
"90","Activites creatives, artistiques et de spectacle","488757","L1206","Cavalier / Cavalière de spectacle"
"90","Activites creatives, artistiques et de spectacle","488789","L1207","Cascadeur / Cascadeuse"
"90","Activites creatives, artistiques et de spectacle","489202","L1208","Mascotte-personnage"
"90","Activites creatives, artistiques et de spectacle","442","L1301","Metteur / Metteuse en scène"
"90","Activites creatives, artistiques et de spectacle","443","L1302","Producteur / Productrice de film"
"90","Activites creatives, artistiques et de spectacle","444","L1303","Agent / Agente de talent"
"90","Activites creatives, artistiques et de spectacle","489569","L1305","Directeur / Directrice artistique spectacle"
"90","Activites creatives, artistiques et de spectacle","447","L1501","Maquilleur / Maquilleuse spectacle"
"90","Activites creatives, artistiques et de spectacle","448","L1502","Costumier / Costumière"
"90","Activites creatives, artistiques et de spectacle","449","L1503","Accessoiriste"
"90","Activites creatives, artistiques et de spectacle","450","L1504","Éclairagiste"
"90","Activites creatives, artistiques et de spectacle","451","L1505","Cadreur / Cadreuse"
"90","Activites creatives, artistiques et de spectacle","452","L1506","Machiniste spectacle"
"90","Activites creatives, artistiques et de spectacle","454","L1508","Régisseur / Régisseuse du son"
"90","Activites creatives, artistiques et de spectacle","455","L1509","Régisseur / Régisseuse de production"
"90","Activites creatives, artistiques et de spectacle","488715","L1511","Technicien / Technicienne spectacle en site de divertissement"
"90","Activites creatives, artistiques et de spectacle","489065","L1512","Régisseur / Régisseuse de spectacles"
"90","Activites creatives, artistiques et de spectacle","489172","L1513","Scénographe"
"91","Bibliotheques, archives, musees et autres activites culturelles","10","A1204","Garde Forestier / Forestière"
"91","Bibliotheques, archives, musees et autres activites culturelles","48","B1701","Taxidermiste"
"91","Bibliotheques, archives, musees et autres activites culturelles","123","E1105","Éditeur / Éditrice"
"91","Bibliotheques, archives, musees et autres activites culturelles","180","G1101","Agent / Agente d'accueil touristique"
"91","Bibliotheques, archives, musees et autres activites culturelles","488794","G1106","Animateur / Animatrice du patrimoine"
"91","Bibliotheques, archives, musees et autres activites culturelles","389","K1601","Documentaliste"
"91","Bibliotheques, archives, musees et autres activites culturelles","390","K1602","Conservateur / Conservatrice du patrimoine"
"91","Bibliotheques, archives, musees et autres activites culturelles","488327","K1603","Bibliothécaire"
"91","Bibliotheques, archives, musees et autres activites culturelles","488610","K1604","Directeur / Directrice d'établissement culturel"
"91","Bibliotheques, archives, musees et autres activites culturelles","488727","K1605","Commissaire d'exposition"
"91","Bibliotheques, archives, musees et autres activites culturelles","488758","K1606","Responsable de la conservation préventive"
"91","Bibliotheques, archives, musees et autres activites culturelles","489080","K1607","Conservateur / Conservatrice des antiquités et objets d'art"
"91","Bibliotheques, archives, musees et autres activites culturelles","441","L1204","Artiste de cirque"
"91","Bibliotheques, archives, musees et autres activites culturelles","444","L1303","Agent / Agente de talent"
"92","Organisation de jeux de hasard et d'argent","187","G1206","Croupier / Croupière"
"93","Activites sportives, recreatives et de loisirs","488734","A1208","Jardinier / Jardinière paysagiste"
"93","Activites sportives, recreatives et de loisirs","488755","A1209","Élagueur / Élagueuse"
"93","Activites sportives, recreatives et de loisirs","32","A1501","Auxiliaire vétérinaire"
"93","Activites sportives, recreatives et de loisirs","33","A1502","Maréchal-ferrant / Maréchale-ferrante"
"93","Activites sportives, recreatives et de loisirs","488759","A1506","Soigneur animalier / Soigneuse animalière"
"93","Activites sportives, recreatives et de loisirs","36","B1101","Artiste Plasticien / Plasticienne"
"93","Activites sportives, recreatives et de loisirs","488724","B1304","Artisan démonstrateur / Artisane démonstratrice"
"93","Activites sportives, recreatives et de loisirs","489040","C1506","Responsable de projet immobilier"
"93","Activites sportives, recreatives et de loisirs","90","D1204","Loueur / Loueuse de véhicules"
"93","Activites sportives, recreatives et de loisirs","97","D1211","Vendeur / Vendeuse d'articles de sport et loisirs"
"93","Activites sportives, recreatives et de loisirs","488868","D1415","Chargé / Chargée de relation client"
"93","Activites sportives, recreatives et de loisirs","125","E1107","Chef / Cheffe de projet événementiel"
"93","Activites sportives, recreatives et de loisirs","488867","E1111","Game master jeux online"
"93","Activites sportives, recreatives et de loisirs","180","G1101","Agent / Agente d'accueil touristique"
"93","Activites sportives, recreatives et de loisirs","488794","G1106","Animateur / Animatrice du patrimoine"
"93","Activites sportives, recreatives et de loisirs","183","G1202","Animateur / Animatrice d'activités culturelles et de loisirs"
"93","Activites sportives, recreatives et de loisirs","184","G1203","Animateur / Animatrice auprès des jeunes"
"93","Activites sportives, recreatives et de loisirs","185","G1204","Éducateur sportif / Éducatrice sportive"
"93","Activites sportives, recreatives et de loisirs","186","G1205","Opérateur / Opératrice d'attraction"
"93","Activites sportives, recreatives et de loisirs","403072","G1207","Surveillant / Surveillante de baignade"
"93","Activites sportives, recreatives et de loisirs","403077","G1208","Entraîneur / Entraîneure de sport professionnel et de haut niveau"
"93","Activites sportives, recreatives et de loisirs","403078","G1209","Animateur / Animatrice de loisirs sportifs"
"93","Activites sportives, recreatives et de loisirs","403958","G1210","Enseignant / Enseignante d'équitation"
"93","Activites sportives, recreatives et de loisirs","404961","G1211","Analyste de la performance sportive"
"93","Activites sportives, recreatives et de loisirs","404962","G1212","Animateur socio-sportif / Animatrice socio-sportive"
"93","Activites sportives, recreatives et de loisirs","404963","G1213","Chargé / Chargée de développement d'activités sportives"
"93","Activites sportives, recreatives et de loisirs","404966","G1214","Directeur sportif / Directrice sportive"
"93","Activites sportives, recreatives et de loisirs","404967","G1215","Educateur sportif / Educatrice sportive Santé"
"93","Activites sportives, recreatives et de loisirs","404970","G1216","Moniteur / Monitrice de sport nature"
"93","Activites sportives, recreatives et de loisirs","404971","G1217","Moniteur / Monitrice en salle de sport"
"93","Activites sportives, recreatives et de loisirs","404975","G1218","Préparateur / Préparatrice physique"
"93","Activites sportives, recreatives et de loisirs","488277","G1219","Recruteur sportif / Recruteuse sportive"
"93","Activites sportives, recreatives et de loisirs","488598","G1221","Responsable des attractions"
"93","Activites sportives, recreatives et de loisirs","489193","G1223","Animateur / Animatrice en site de divertissement"
"93","Activites sportives, recreatives et de loisirs","488616","G1224","Maître-nageur sauveteur / Maître-nageuse sauveteuse"
"93","Activites sportives, recreatives et de loisirs","488733","G1226","Chef / Cheffe de bassin"
"93","Activites sportives, recreatives et de loisirs","488779","G1228","Guide de haute montagne"
