"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"N1203","3","definition","7","Gère et optimise les procédures douanières pour réduire les coûts et les délais"
"N1203","4","acces_metier","1","Cet emploi est accessible avec un BTS Commerce International ou une Licence Pro Commerce et Distribution. Les niveaux d''études requis varient de Bac+2 à Bac+3 (CEC 5/6)."
"N1204","3","definition","1","Le Coordinateur transit import/export orchestre efficacement les opérations de transport international de marchandises."
"N1204","3","definition","2","Organise et planifie les itinéraires de transport en fonction des exigences clients et des réglementations internationales"
"N1204","3","definition","3","Négocie et contractualise avec les transporteurs et les fournisseurs de services logistiques"
"N1204","3","definition","4","Assure le suivi des expéditions et la conformité des documents d''exportation et d''importation"
"N1204","3","definition","5","Optimise les coûts et les délais de transit pour garantir la satisfaction client"
"N1204","3","definition","6","Résout les problèmes et les litiges pouvant survenir lors des différentes étapes du transit"
"N1204","3","definition","7","Maintient une communication fluide et régulière avec tous les acteurs impliqués dans la chaîne logistique"
"N1204","4","acces_metier","1","Cet emploi est accessible avec un BTS Commerce International ou une Licence Pro Commerce International, respectivement de niveau Bac+2 et Bac+3 (CEC 5/6)."
"N1205","3","definition","1","Le Responsable de service transit orchestre avec expertise le transport et la logistique."
"N1205","3","definition","2","Coordonne et optimise les opérations de transit pour garantir une livraison efficace et sécurisée"
"N1205","3","definition","3","Supervise les équipes et gère les ressources humaines et matérielles du service"
"N1205","3","definition","4","Négocie et gère les contrats avec les fournisseurs et les partenaires logistiques"
"N1205","3","definition","5","Assure la conformité des opérations de transit avec les réglementations nationales et internationales"
"N1205","3","definition","6","Analyse les performances du service et met en place des actions correctives si nécessaire"
"N1205","3","definition","7","Développe des stratégies d''amélioration continue pour augmenter l''efficacité du service"
"N1205","4","acces_metier","1","Cet emploi est accessible avec un BTS Transport et Logistique, une Licence Pro Logistique ou un Master en Logistique. Les niveaux d''études requis varient de Bac + 2 à Bac + 5 (CEC 5/6/7)."
"N1206","3","definition","1","Le Courtier en affrètement maritime, un professionnel clé dans la négociation et l''organisation du transport maritime de marchandises."
"N1206","3","definition","2","Négocie les contrats d''affrètement pour le transport maritime de marchandises"
"N1206","3","definition","3","Optimise les coûts et les itinéraires de transport pour ses clients"
"N1206","3","definition","4","Assure la liaison entre les armateurs et les affréteurs pour faciliter les opérations"
"N1206","3","definition","5","Veille au respect des réglementations maritimes internationales"
"N1206","3","definition","6","Analyse le marché pour proposer les meilleures solutions d''affrètement"
"N1206","3","definition","7","Peut conseiller sur l''assurance et la gestion des risques liés au transport maritime"
"N1206","4","acces_metier","1","Cet emploi est accessible avec un BTS en Transport et Logistique ou une Licence en Logistique et Transport Maritime, respectivement de niveau Bac+2 et Bac+3 (CEC 5/6)."
"N1207","3","definition","1","Le Chef de groupe affrètement orchestre avec expertise la coordination des opérations de transport de marchandises."
"N1207","3","definition","2","Organise et supervise les opérations d''affrètement pour le transport de marchandises"
"N1207","3","definition","3","Négocie et établit les contrats d''affrètement avec les transporteurs et les clients"
"N1207","3","definition","4","Optimise les coûts et les délais de transport en sélectionnant les meilleures options"
"N1207","3","definition","5","Assure le suivi des réglementations en vigueur pour le transport de différents types de marchandises"
"N1207","3","definition","6","Coordonne avec les équipes logistiques pour garantir une exécution fluide des opérations"
"N1207","3","definition","7","Analyse les performances des opérations d''affrètement et propose des améliorations"
"N1207","4","acces_metier","1","Cet emploi est accessible avec un BTS Transport et Logistique, une Licence en Logistique ou un Master en Logistique. Les niveaux d''études requis varient de Bac+2 à Bac+5 (CEC 5/6/7)."
"N1301","3","definition","1","Le / La Responsable logistique orchestre la gestion des flux de produits depuis la réception jusqu''à la distribution."
"N1301","3","definition","2","Planifie et coordonne les opérations de réception, de stockage et de livraison des marchandises"
"N1301","3","definition","3","Optimise les coûts et les délais de la chaîne logistique en mettant en place des indicateurs de performance"
"N1301","3","definition","4","Supervise et forme les équipes opérationnelles pour garantir l''efficacité des processus logistiques"
"N1301","3","definition","5","Assure la conformité des opérations logistiques avec les réglementations en vigueur"
"N1301","3","definition","6","Collabore avec les fournisseurs et les clients pour améliorer la qualité de service et résoudre les problèmes logistiques"
"N1301","3","definition","7","Implémente des solutions technologiques pour automatiser et améliorer les processus logistiques"
"N1301","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+2 à Bac+5 en logistique, transport ou gestion de la chaîne logistique."
"N1302","3","definition","1","Supervise et coordonne l''activité d''un ou plusieurs sites logistiques (plate-forme logistique, dépôt d''unité de production,...) sur les plans : technique (réception, magasinage, stockage, préparation de commandes, expédition, ...), commercial (relation clients, fournisseurs, transporteurs), social (management du personnel) et financier, selon les normes et la réglementation d''hygiène et sécurité et les objectifs qualité (service, coût, délai)."
"N1302","3","definition","2","Dirige une ou plusieurs équipes (techniciens logistique, chefs d''équipe, opérateurs logistique)."
"N1302","4","acces_metier","1","Ce métier est accessible à partir d''un diplôme de niveau Bac+2 (BTS, DUT, ...) en transport et logistique, complété par une expérience professionnelle dans les mêmes secteurs."
"N1302","4","acces_metier","2","Un Master Professionnel en commerce ou gestion peut être demandé."
"N1302","4","acces_metier","3","La pratique d''une langue étrangère peut être requise."
"N1302","4","acces_metier","4","La maîtrise de l''outil informatique (logiciel de gestion de stocks, d''Echange de Données Informatisées -EDI-, ...) et des technologies de l''information et de la communication (Internet, messagerie, ...) est exigée."
"N1303","3","definition","1","Planifie, organise et contrôle tout ou partie des opérations logistiques (réception, stockage, préparation de commandes, approvisionnement, expédition de marchandises, produits, ...) d''un site (plate-forme logistique, unité de production, ...) ou d''un service, selon les impératifs (délais, qualité, coûts, ...), la réglementation et les règles d''hygiène et de sécurité."
